0 1.3564
0.0064 1.3564
0.0128 1.3564
0.0192 1.3564
0.0256 1.3564
0.032 1.3564
0.0384 1.3564
0.0448 1.3564
0.0512 1.3564
0.0576 1.3564
0.064 1.3564
0.0704 1.3564
0.0768 1.3564
0.0832 1.3564
0.0896 1.3564
0.096 1.3564
0.1024 1.3564
0.1088 1.3564
0.1152 1.3564
0.1216 1.3565
0.128 1.3565
0.1344 1.3565
0.1408 1.3565
0.1472 1.3565
0.1536 1.3565
0.16 1.3565
0.1664 1.3565
0.1728 1.3565
0.1792 1.3566
0.1856 1.3566
0.192 1.3566
0.1984 1.3566
0.2048 1.3566
0.2112 1.3566
0.2176 1.3567
0.224 1.3567
0.2304 1.3567
0.2368 1.3567
0.2432 1.3567
0.2496 1.3568
0.256 1.3568
0.2624 1.3568
0.2688 1.3568
0.2752 1.3569
0.2816 1.3569
0.288 1.3569
0.2944 1.3569
0.3008 1.3569
0.3072 1.357
0.3136 1.357
0.32 1.357
0.3264 1.3571
0.3328 1.3571
0.3392 1.3571
0.3456 1.3571
0.352 1.3572
0.3584 1.3572
0.3648 1.3572
0.3712 1.3573
0.3776 1.3573
0.384 1.3573
0.3904 1.3574
0.3968 1.3574
0.4032 1.3574
0.4096 1.3575
0.416 1.3575
0.4224 1.3575
0.4288 1.3576
0.4352 1.3576
0.4416 1.3576
0.448 1.3577
0.4544 1.3577
0.4608 1.3577
0.4672 1.3578
0.4736 1.3578
0.48 1.3579
0.4864 1.3579
0.4928 1.358
0.4992 1.358
0.5057 1.358
0.5121 1.3581
0.5185 1.3581
0.5249 1.3582
0.5313 1.3582
0.5377 1.3583
0.5441 1.3583
0.5505 1.3583
0.5569 1.3584
0.5633 1.3584
0.5697 1.3585
0.5761 1.3585
0.5825 1.3586
0.5889 1.3586
0.5953 1.3587
0.6017 1.3587
0.6081 1.3588
0.6145 1.3588
0.6209 1.3589
0.6273 1.3589
0.6337 1.359
0.6401 1.3591
0.6465 1.3591
0.6529 1.3592
0.6593 1.3592
0.6657 1.3593
0.6721 1.3593
0.6785 1.3594
0.6849 1.3595
0.6913 1.3595
0.6977 1.3596
0.7041 1.3596
0.7105 1.3597
0.7169 1.3598
0.7233 1.3598
0.7297 1.3599
0.7361 1.3599
0.7425 1.36
0.7489 1.3601
0.7553 1.3601
0.7617 1.3602
0.7681 1.3603
0.7745 1.3603
0.7809 1.3604
0.7873 1.3605
0.7937 1.3605
0.8001 1.3606
0.8065 1.3607
0.8129 1.3607
0.8193 1.3608
0.8257 1.3609
0.8321 1.3609
0.8385 1.361
0.8449 1.3611
0.8513 1.3612
0.8577 1.3612
0.8641 1.3613
0.8705 1.3614
0.8769 1.3615
0.8833 1.3615
0.8897 1.3616
0.8961 1.3617
0.9025 1.3618
0.9089 1.3619
0.9153 1.3619
0.9217 1.362
0.9281 1.3621
0.9345 1.3622
0.9409 1.3623
0.9473 1.3623
0.9537 1.3624
0.9601 1.3625
0.9665 1.3626
0.9729 1.3627
0.9793 1.3628
0.9857 1.3628
0.9921 1.3629
0.9985 1.363
1.0049 1.3631
1.0113 1.3632
1.0177 1.3633
1.0241 1.3634
1.0305 1.3635
1.0369 1.3635
1.0433 1.3636
1.0497 1.3637
1.0561 1.3638
1.0625 1.3639
1.0689 1.364
1.0753 1.3641
1.0817 1.3642
1.0881 1.3643
1.0945 1.3644
1.1009 1.3645
1.1073 1.3646
1.1137 1.3647
1.1201 1.3648
1.1265 1.3649
1.1329 1.365
1.1393 1.3651
1.1457 1.3652
1.1521 1.3653
1.1585 1.3654
1.1649 1.3655
1.1713 1.3656
1.1777 1.3657
1.1841 1.3658
1.1905 1.3659
1.1969 1.366
1.2033 1.3661
1.2097 1.3662
1.2161 1.3663
1.2225 1.3664
1.2289 1.3665
1.2353 1.3667
1.2417 1.3668
1.2481 1.3669
1.2545 1.367
1.2609 1.3671
1.2673 1.3672
1.2737 1.3673
1.2801 1.3674
1.2865 1.3676
1.2929 1.3677
1.2993 1.3678
1.3057 1.3679
1.3121 1.368
1.3185 1.3681
1.3249 1.3683
1.3313 1.3684
1.3377 1.3685
1.3441 1.3686
1.3505 1.3687
1.3569 1.3689
1.3633 1.369
1.3697 1.3691
1.3761 1.3692
1.3825 1.3694
1.3889 1.3695
1.3953 1.3696
1.4017 1.3697
1.4081 1.3699
1.4145 1.37
1.4209 1.3701
1.4273 1.3702
1.4337 1.3704
1.4401 1.3705
1.4465 1.3706
1.4529 1.3708
1.4593 1.3709
1.4657 1.371
1.4721 1.3712
1.4785 1.3713
1.4849 1.3714
1.4913 1.3716
1.4977 1.3717
1.5042 1.3719
1.5106 1.372
1.517 1.3721
1.5234 1.3723
1.5298 1.3724
1.5362 1.3726
1.5426 1.3727
1.549 1.3728
1.5554 1.373
1.5618 1.3731
1.5682 1.3733
1.5746 1.3734
1.581 1.3736
1.5874 1.3737
1.5938 1.3739
1.6002 1.374
1.6066 1.3742
1.613 1.3743
1.6194 1.3745
1.6258 1.3746
1.6322 1.3748
1.6386 1.3749
1.645 1.3751
1.6514 1.3752
1.6578 1.3754
1.6642 1.3755
1.6706 1.3757
1.677 1.3758
1.6834 1.376
1.6898 1.3762
1.6962 1.3763
1.7026 1.3765
1.709 1.3766
